id	description	en	local
		Recommended difficulty for new players. No vehicle or character damage. No advanced vehicle mechanics.	初心者にお勧めの難易度です. キャラクターや乗り物はダメージを受けません. 乗り物の組み立ては簡易的になります.
		Survival difficulty. Advanced vehicle mechanics. Transmission pipes. Injuries and death. No starting vehicles.	サバイバル難易度です. 乗り物の組み立ては本格的です. 動力や液体はパイプで伝える必要があります. 怪我をしたり死亡することもあります. 開始時に乗り物は提供されません.
		Survival difficulty with reduced starting money, locked to first person view, no fast travel or vehicle teleporting, limited fuel.	初期資金が少ない状態で開始します. 一人称視点で固定され, プレイヤーや乗り物はテレポートできません. 燃料は有限です.
		Hardcore mode with permadeath (save file will be deleted upon death).	ハードコアモードです. 一度でも死亡するとセーブデータは削除されます.
		Custom difficulty settings.	カスタム難易度設定です.
		Custom mode. A sandbox environment with an array of settings to customise your session. Career or Creative.	カスタムモードです. サンドボックスモードの環境で, 様々なゲーム設定を変更できます. キャリアモードまたはクリエイティブモードとして機能します.
		Classic career mode. Expand your coastguard empire. Complete missions to earn money and unlock components.	クラッシックキャリアモードです. 自分の領土を広げよう. ミッションを完了してお金を稼いだり, 部品をアンロックしたりしよう.
		Career mode. Expand your coastguard empire. Complete missions with survival style settings.	キャリアモードです. 自分の領土を広げよう. サバイバル設定でミッションに挑戦しよう.
		Custom game mode settings.	カスタムゲームモード設定です.
		PLEASE CHOOSE ANOTHER KEY	他のキーを割り当てて下さい.
		PRESS CONTROLLER BUTTON TO REBIND TO	割り当てたいコントローラーのボタンを押して下さい.
		PRESS KEY/MOUSE TO REBIND TO	割り当てたいマウスボタン/キーを押して下さい.
		GRAPHICS	グラフィック
		QUALITY	品質
		Window Mode	ウィンドウ表示
		Resolution	解像度
		Antialiasing Mode	アンチエイリアシング
		VSync	垂直同期
		View Distance	描画距離
		Meters	メートル
		Motion Blur	モーションブラー
		Ocean Reflections	海面反射
		Bloom	流血表現
		Wildlife	野生生物の表示
		Shadow Quality	影の品質
		Shadow Resolution	影の解像度
		Light Volume Quality	光源の品質
		SSAO	SSAO
		SSAO Quality	SSAOの品質
		Vehicle Foam	乗り物の当たり判定
		Ocean Foam	海の当たり判定
		Tree Quality	木の品質
		Monitor Quality	モニター表示の品質
		FOV	視野角
		First Person	一人称視点
		degrees	度
		First Person Vehicle	搭乗時の一人称視点
		Third Person	三人称視点
		Windowed	ウィンドウ表示
		Fullscreen	フルスクリーン
		None	なし
		FXAA	FXAA
		TAA	TAA
		Disabled	無効
		Enabled	有効
		Low	低
		Medium	中
		High	高
		Ultra	最高
		AUDIO	オーディオ
		VOLUME	音量
		Master	主音量
		Sounds	効果音
		Environment	環境音
		Music	音楽
		CONTROLS	コントロール
		MOUSE	マウス
		Invert Y	Y軸反転
		Invert X	X軸反転
		Sensitivity	感度
		Aspect	アスペクト比
		Smoothing	スムージング処理
		Vehicle Camera Mode	搭乗時のカメラモード
		Fixed Yaw	水平方向固定
		Fixed	固定
		Free	自由移動
		GENERAL	一般
		HUD	画面表示
		Objectives	目的
		Clock	時計
		Minimap	ミニマップ
		Player Names	プレイヤーの名前
		New Chat Messages	新しいチャットメッセージ
		Keybind Hints	キーのヒント
		Tooltip Detail	ツールヒントの詳細
		Show	表示
		Hide	非表示
		Graphics	グラフィック
		Audio	オーディオ
		Controls	コントロール
		General	一般
		Language	言語
		AVAILABLE LANGUAGES	利用可能な言語
		LANGUAGE	言語
		Language settings can only be changed from the main menu.	言語設定はメインメニューでのみ行えます.
		New Translation	新しく翻訳を作成する
		NEW TRANSLATION	新規翻訳
		Language name	翻訳名
		One or more translations are incomplete	1つ以上の翻訳が未完成です.
		Official	公式
		Workshop	Steamワークショップ
		CHANGE LANGUAGE	言語の変更
		UPLOAD TRANSLATION	翻訳のアップロード
		UPDATE TRANSLATION	翻訳の更新
		Upload Translation	翻訳のアップロード
		Update Translation	翻訳の更新
		Are you sure you want to upload this translation to the Steam Workshop?	この翻訳をSteamワークショップにアップロードしますか?
		Are you sure you want to update this translation on the Steam Workshop?\n\nAny players who have subscribed to your translation will receive your changes.	この翻訳を更新しますか?\n\nこの翻訳を使用している全てのプレイヤーに更新が反映されます.
		You must provide a full translation in order to upload to the Steam workshop.	Steamワークショップにアップロードする前に全ての翻訳を完了させて下さい.
		Are you sure you want to change your selected language? This may take a few seconds.	選択した言語に変更しますか? 処理に数秒間かかる場合があります.
		(settings must be saved for some changes to take effect)	(いくつかの設定を反映させるには設定を保存して下さい.)
		Your translation has failed to upload to the Steam workshop.	この翻訳をアップロードに失敗しました.
		Your translation was successfully uploaded to the Steam workshop.	この翻訳はSteamワークショップへ正常にアップロードされました.
		TRANSLATION UPLOAD COMPLETE	翻訳のアップロード完了
		Back	戻る
		Apply/Save	保存して適用
		Reset	リセット
		RESET TO DEFAULTS	デフォルト設定にリセット
		Are you sure you want to reset to defaults?	設定をデフォルトに戻しますか?
		CLEAR BINDING	キー/ボタン設定の削除
		Are you sure you want to clear this binding?	このキー/ボタン設定を削除しますか?
		The resolution in the persistent graphics settings is not available. Defaulting to the current resolution.	この解像度設定が利用できません. デフォルトの解像度に設定します.
		Are you sure you want to clear the binding for ###?	### のキー/ボタン設定を削除しますか?
		Are you sure you want to reset your graphics settings to their defaults?	グラフィック設定をデフォルトに戻しますか?
		Are you sure you want to reset your audio settings to their defaults?	オーディオ設定をデフォルトに戻しますか?
		Are you sure you want to reset your controls settings to their defaults?	コントロール設定をデフォルトに戻しますか?
		Are you sure you want to reset your general settings to their defaults?	一般の設定をデフォルトに戻しますか?
		Are you sure you want to reset your language settings to their defaults? This may take a few seconds.	言語設定をデフォルトに戻しますか? 処理に数秒間かかる場合があります.
		Report a Bug	不具合を報告
		Report Bug / Request Feature	不具合の報告/機能の提案
		Join us on Discord	公式Discordサーバーに参加
		Steam Workshop	Steamワークショップの閲覧
		Video Tutorials	チュートリアル動画 (英語)
		Continue	続きから始める
		Load Game	ゲームを読み込む
		Multiplayer	マルチプレイ
		Benchmark	ベンチマーク
		Settings	設定
		Quit	終了
		Stormworks' multiplayer is currently in an early alpha stage of testing. It will contain bugs and is not yet feature complete.	Stormworksのマルチプレイは現在開発途中です. 不具合や未実装の要素がある場合があります.
		Server Name	サーバー名
		Join	接続
		Internet	インターネット
		Join another player's server. Games hosted by your Steam friends are listed below. You can also join a Steam friend by clicking them in your friends list and choosing 'Join Game'.	他のプレイヤーのサーバーに接続します. Steamフレンドがゲームをホストしている場合は以下に表示されます. Steamフレンドをクリックして「ゲームに接続」を選択するとSteamフレンドのゲームに接続できます.
